Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
CHUWI,CHUWI LarkBook Celeron N4120," Celeron, N4120",1.5 kg,4.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/chuwi-larkbook-n4120,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/12/11/637748118313025897_chuwi-larkbook-n4120-den-1.jpg,"13.3 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone","8 GB, LPDDR4",SSD 256 GB,Intel UHD Graphics 600,fptshop,CHUWI LarkBook Celeron N4120
MASSTEL,Masstel E116 Celeron N4020," Celeron, N4020",0.9 kg,3.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/masstel-e116-celeron-n4020,https://images.fpt.shop/unsafe/fit-in/665x374/filters:quality(100):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/17/637884049279244798_masstel-e116-celeron-n4020-thiet-ke.png,"11.6 inch Chính:, 1366 x 768 Pixels, TN, 60 Hz, 220 nits, LCD Chính:","4 GB, DDR4, 2133 MHz",eMMC 128 GB,Intel UHD Graphics,fptshop,Masstel E116 Celeron N4020
MASSTEL,Masstel E140 Celeron N4120," Celeron, N4120",1.39 kg,5.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/masstel-e140-celeron-n4120,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/18/637832265280921809_masstel-e140-celeron-n4120-xam-1.jpg,"14.0 inch Chính:, 1366 x 768 Pixels, IPS, 60 Hz, 250 nits, LCD Chính:","4 GB, DDR4, 2400 MHz",SSD 128 GB,None,fptshop,Masstel E140 Celeron N4120
LENOVO,Lenovo IdeaPad 5 15ABA7," Ryzen 5, 5625U",1.85 kg,12.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-15aba7-r5-5625u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007562324497728_lenovo-ideapad-5-15aba7-xam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone","8 GB, DDR4, 3200 MHz",SSD 512 GB,AMD Radeon Graphics,fptshop,Lenovo IdeaPad 5 15ABA7
ACER,Acer Aspire 3 A315-56-38B1," i3, 1005G1",1.7 kg,7.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-56-38b1-i3-1005g1,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/5/637820776349586472_acer-aspire-3-a315-54-56-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, LED Backlit","4 GB (1 thanh 4 GB), DDR4, 2400 MHz",SSD 256 GB,Intel UHD Graphics,fptshop,Acer Aspire 3 A315-56-38B1
LENOVO,Lenovo Ideapad 3 15ITL6," i5, 1155G7",1.65 kg,11.390.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-15itl6-i5-1155g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/4/11/638168334502914355_lenovo-ideapad-3-15itl6-i5-1155g7-xam-3.jpg,"15.6 inch, 1920 x 1080 Pixels, TN, Hãng không công bố, 250 nits, Anti-Glare LED-Backlit Display","8 GB, DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,Lenovo Ideapad 3 15ITL6
HP,HP 15s-fq5144TU," i7, 1255U",1.69 kg,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5144tu-i7-1255u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775595338_hp-15s-fq-bac-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,fptshop,HP 15s-fq5144TU
HP,HP 240 G9," i5, 1235U",1.41 kg,15.390.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-240-g9-i5-1235u-6l1y2pa,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/3/638134647807424561_hp-240-g9-bac-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố, IPS","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,fptshop,HP 240 G9
ASUS,Asus TUF Gaming FX706HC-HX579W," i5, 11400H",2.6 kg,19.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx706hc-hx579w-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643267415257_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-1.jpg,"17.3 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS LCD LED Backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",fptshop,Asus TUF Gaming FX706HC-HX579W
HP,HP Pavilion 14-dv2073TU," i5, 1235U",1.41 kg,18.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2073tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/4/11/638168307037428356_hp-pavilion-14-dv2073tu-i5-1235u-vang-4.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,fptshop,HP Pavilion 14-dv2073TU
CHUWI,CHUWI GemiBook Pro Celeron N5100," Celeron, N5100",1.5 kg,5.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/chuwi-gemibook-pro-n5100,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/12/11/637748121537690774_chuwi-gemibook-pro-den-1.jpg,"14.0 inch, 2160 x 1440 Pixels, IPS, 60 Hz","8 GB, LPDDR4X, 2133 MHz",SSD 256 GB,Intel UHD Graphics 600,fptshop,CHUWI GemiBook Pro Celeron N5100
ACER,Acer Nitro Gaming AN515-45-R86D," Ryzen 7, 5800H",2.2 kg,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-45-r86d-r7-5800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961789064693741_acer-nitro-gaming-5-an515-45-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView LED-backlit","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3060 6GB, AMD Radeon Graphics",fptshop,Acer Nitro Gaming AN515-45-R86D
LENOVO,Lenovo IdeaPad 3 14IAU7," i3, 1215U",1.63 kg,10.390.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-14iau7-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007472961756224_lenovo-ideapad-3-14iau7-xanh-2.jpg,"14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 250 nits, LED Backlit","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel UHD Graphics,fptshop,Lenovo IdeaPad 3 14IAU7
LENOVO,Lenovo Ideapad 3 15IAU7," i5, 1235U",1.63 kg,13.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-15iau7-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/15/638120787227196087_lenovo-ideapad-3-15iau7-xanhnhat-1.jpg,"15.6 inch, 1920 x 1080 Pixels, TN, Hãng không công bố, Anti-Glare LED-Backlit Display","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,fptshop,Lenovo Ideapad 3 15IAU7
LENOVO,Lenovo Ideapad Gaming 3 15ARH7," Ryzen 5, 6600H",2.315 kg,16.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15arh7-r5-6600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961729514184998_lenovo-ideapad-gaming-3-15arh7-trang-4.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 120 Hz, 250 nits, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",fptshop,Lenovo Ideapad Gaming 3 15ARH7
LENOVO,Lenovo IdeaPad 3 14IAU7," i3, 1215U",1.43 kg,10.390.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-14iau7-i3-1215u-512gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119938225084054_lenovo-ideapad-3-14iau7-xam-1.jpg,"14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 250 nits, Anti-Glare LED-Backlit Display","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel UHD Graphics,fptshop,Lenovo IdeaPad 3 14IAU7
HP,HP Pavilion 14-dv2076TU," i5, 1235U",1.41 kg,15.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2076tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007643201504540_hp-pavilion-14-dv-vang-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,None,fptshop,HP Pavilion 14-dv2076TU
HP,HP Gaming Victus 16-e1107AX," Ryzen 5, 6600H",2.4 kg,19.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-16-e1107ax-r5-6600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/17/638122294501145231_hp-gaming-victus-16-e1107ax-r5-6600h-den-1.jpg,"16.1 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,None,fptshop,HP Gaming Victus 16-e1107AX
ACER,Acer Aspire Gaming A715-42G-R05G," Ryzen 5, 5500U",2.1 kg,14.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-gaming-a715-42g-r05g-r5-5500u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728596112270896_acer-aspire-gaming-a715-42g-r1sb-r5-5500u-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView Anti-glare LED-backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce GTX 1650 4GB, AMD Radeon Graphics",fptshop,Acer Aspire Gaming A715-42G-R05G
HP,HP 15s-fq5145TU," i7, 1255U",1.69 kg,17.790.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5145tu-i7-1255u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775595338_hp-15s-fq-bac-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView Micro-edge WLED-backlit","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,HP 15s-fq5145TU
ACER,Acer Swift 3 SF314-43-R4X3," Ryzen 5, 5500U",1.19 kg,15.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-3-sf314-43-r4x3-r5-5500u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728602870778442_acer-swift-3-sf314-43-r4x3-r5-5500u-bac-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView LED-backlit","16 GB, LPDDR4X, 4266 MHz",SSD 512 GB,AMD Radeon Graphics,fptshop,Acer Swift 3 SF314-43-R4X3
ACER,Acer Swift 3 SF314-511-55QE," i5, 1135G7",1.19 kg,17.690.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-3-sf314-511-55qe-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/22/637784648681916953_acer-swift-3-sf314-511-bac-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView Anti-glare LED-backlit","16 GB, LPDDR4X, 4266 MHz",SSD 512 GB,Intel Iris Xe Graphics,fptshop,Acer Swift 3 SF314-511-55QE
HP,HP 15s-fq5163TU," i5, 1235U",1.69 kg,13.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5163tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/665x374/filters:quality(100):fill(white)/fptshop.com.vn/Uploads/Originals/2023/4/26/638181228655932167_hp-15s-fq5163tu-i5-1235u-thiet-ke.jpg,"15.6 inch, 1920 x 1080 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,None,fptshop,HP 15s-fq5163TU
DELL,Dell Inspiron 15 N3520," i5, 1235U",1.9 kg,16.190.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3520-i5-1235u?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988638227002_dell-inspiron-15-n3520-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, WVA, 120 Hz, 220 nits, Anti-Glare LED-Backlit Display","8 GB (1 thanh 8 GB), DDR4, 2666 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,Dell Inspiron 15 N3520
ACER,Acer Nitro Gaming AN515-57-5669," i5, 11400H",2.2 kg,17.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-57-5669-i5-11400h,https://images.fpt.shop/unsafe/fit-in/665x374/filters:quality(100):fill(white)/fptshop.com.vn/Uploads/Originals/2022/2/28/637816530817625763_acer-nitro-gaming-an515-57-5669-i5-11400h-thiet-ke.png,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView LED-backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce GTX 1650 4GB, Intel UHD Graphics",fptshop,Acer Nitro Gaming AN515-57-5669
HP,HP 15s-fq5080TU," i5, 1235U",1.69 kg,13.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5080tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775595338_hp-15s-fq-bac-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti - Glare","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,HP 15s-fq5080TU
ACER,Acer Aspire 3 A315-58-53S6," i5, 1135G7",1.7 kg,11.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-58-53s6-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/30/637895018104848324_acer-aspire-3-a315-58-vang-6.jpg,"15.6 inch, 1920 x 1080 Pixels, TN, 60 Hz, Acer ComfyView LED-backlit","8 GB (2 thanh 4 GB), DDR4, 2400 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,Acer Aspire 3 A315-58-53S6
HP,HP Pavilion 15-eg2086TU," i3, 1215U",1.65 kg,13.790.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2086tu-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060316580159423_hp-pavilion-15-eg-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 256 GB,None,fptshop,HP Pavilion 15-eg2086TU
HP,HP Pavilion 15 eg2058TU," i5, 1240P",1.702 kg,15.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2058tu-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637946871737901127_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 250 nits, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,HP Pavilion 15 eg2058TU
LENOVO,Lenovo Gaming Legion 5 15ARH7," Ryzen 5, 6600H",2.35 kg,22.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r5-6600h?card-do-hoa=rtx-3050,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",fptshop,Lenovo Gaming Legion 5 15ARH7
HP,HP Pavilion 15-eg2081TU," i5, 1240P",1.72 kg,18.590.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2081tu-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/13/638143029132520269_hp-pavilion-15-eg-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố, FHD","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,fptshop,HP Pavilion 15-eg2081TU
DELL,Dell Inspiron 16 N5620," i5, 1240P",1.97 kg,24.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg,"16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 250 nits, Anti - Glare","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,fptshop,Dell Inspiron 16 N5620
LENOVO,Lenovo Yoga 7 14ACN6," Ryzen 5, 5600U",1.45 kg,17.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-7-14acn6-r5-5600u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/11/637775083720823374_lenovo-yoga-7-14acn6-xam-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD","8 GB, LPDDR4X, 4266 MHz",SSD 512 GB,AMD Radeon Graphics,fptshop,Lenovo Yoga 7 14ACN6
ASUS,Asus TUF Gaming FX506HC-HN949W," i5, 11400",2.3 kg,20.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn949w-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/18/638147328207018755_asus-tuf-gaming-fx506h-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-Glare LED Backlit","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel HD Graphics",fptshop,Asus TUF Gaming FX506HC-HN949W
HP,HP Pavilion 14 dv2035TU," i5, 1235U",1.41 kg,15.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2035tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947168657435002_hp-pavilion-14-dv-win11-vang-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView LED Backlit Chính:","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,HP Pavilion 14 dv2035TU
MSI,MSI GF63 Thin 11UC-444VN," i5, 11400H",1.86 kg,17.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gf63-thin-11uc-444vn-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788084554069739_msi-gf63-thin-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",fptshop,MSI GF63 Thin 11UC-444VN
LENOVO,Lenovo Gaming Legion 5 15ARH7," Ryzen 7, 6800H",2.35 kg,25.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r7-6800h?card-do-hoa=rtx-3050,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",fptshop,Lenovo Gaming Legion 5 15ARH7
MSI,MSI Gaming Katana GF66 12UCK-815VN," i5, 12450H",2.25 kg,20.090.000₫,https://fptshop.com.vn/may-tinh-xach-tay/ms-gaming-katana-gf66-12uck-815vn-i5-12450h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585071699_msi-gaming-katana-gf66-12u-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",fptshop,MSI Gaming Katana GF66 12UCK-815VN
ASUS,Asus Gaming TUF FA506ICB-HN355W," Ryzen 5, 4600H",2.3 kg,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fa506icb-hn355w-r5-4600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/28/638025712376596719_asus-tuf-gaming-fa506-2022-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB, DDR4, 3200 MHz",SSD 512 GB,None,fptshop,Asus Gaming TUF FA506ICB-HN355W
HP,HP Pavilion 14 dv2036TU," i5, 1235U",1.41 kg,15.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2036tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/3/15/637514266078955338_hp-pavilion-14-dv-bac-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView LED Backlit Chính:","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,fptshop,HP Pavilion 14 dv2036TU
DELL,Dell Inspiron N3520," i3, 1215U",1.9 kg,12.290.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3520-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988638227002_dell-inspiron-15-n3520-den-1.jpg,"15.6 inch Chính:, 1920 x 1080 Pixels, WVA, 120 Hz, 250 nits, Wide-Viewing Angle (WVA) Chính:","8 GB (1 thanh 8 GB), DDR4, 2666 MHz",SSD 256 GB,None,fptshop,Dell Inspiron N3520
HP,HP 15s fq5161TU," i5, 1235U",1.7 kg,16.790.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5161tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060325160157872_hp-15s-fq5161tu-xanh-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-Glare","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,fptshop,HP 15s fq5161TU
ASUS,Asus Vivobook A515EA-BQ3013W," i3, 1115G4",1.8 kg,11.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a515ea-bq3013w-i3-1115g4,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/10/30/637396732534895117_asus-vivobook-a515-bac-1.png,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-glare LED-backlit","8 GB, DDR4, 3200 MHz",SSD 256 GB,Intel UHD Graphics,fptshop,Asus Vivobook A515EA-BQ3013W
HP,HP Pavilion 15 eg2087TU," i3, 1215U",1.65,13.790.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2087tu-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435405914_hp-pavilion-15-eg-bac-2022-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 256 GB,None,fptshop,HP Pavilion 15 eg2087TU
