Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
DELL,Dell XPS 15 9520,i9 12900HK,1.92 kg,77.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-xps-15-9520-70295790-core-i9-12900hk-16gb-512gb-ssd-nvidia-geforce-rtx-3050ti-4gb-gddr6-15.6inch-fhd-oled-touch-windows-11-home-office-student-silver-nhom-nguyen-khoi.html,,Khoảng 15 inch 3K,16Gb DDR4,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Dell XPS 15 9520
DELL,Dell Latitude 5430,i5 1235U,1.36 kg,21.990.000 ₫,https://www.phucanh.vn/laptop-dell-latitude-5430-71004111-core-i5-1235u.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Dell Latitude 5430
ASUS,Asus Gaming ROG Zephyrus G14,Ryzen 7 5800H,1.6 kg,25.990.000 ₫,https://www.phucanh.vn/laptop-asus-gaming-rog-zephyrus-ga401qc-k2199w.html,,14.0inch 2K 2K (2560x1440),8Gb (Onboard) DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Asus Gaming ROG Zephyrus G14
LENOVO,Lenovo ThinkPad L13 G3,i5 1235U,1.26 kg,22.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-l13-g3-21b3005rva-core-i5-1235u-16gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,,13.3inch WUXGA WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad L13 G3
DELL,Dell Vostro 3430,i5 1335U,1.49 kg,18.690.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-3420-71003348-core-i5-1335u-8gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-home-office-student-titan-grey-1-year.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Dell Vostro 3430
ACER,Acer Aspire A315 59 51X8,i5 1235U,1.7 kg,14.990.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-a315-59-51x8-nx-k6tsv-00f-core-i5-1235u-8gb-512gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-silver-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,Acer Aspire A315 59 51X8
LENOVO,Lenovo Flex 5 14AL,Ryzen 5 5500U,1.5 kg,10.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-flex-5-14al-82hu00ejvn-ryzen-5-5500u-8gb-512gb-ssd-amd-radeon-graphics-140inch-fhd-touchscreen-windows-11-home-grey-nhom-pen-3-year-2-year.html,,14.0inch FHD TouchScreen Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Lenovo Flex 5 14AL
HP,HP Pavilion x360 14-ek0130TU,i3 1215U,1.51 kg,16.990.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-x360-14-ek0130tu-7c0p5pa.html,,Khoảng 14 inch Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP Pavilion X360 14-ek0130TU
LENOVO,Lenovo ThinkPad L13 G3,i5 1235U,1.26 kg,20.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-l13-g3-21b3005qva-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,,13.3inch WUXGA WUXGA (1920x1200),8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad L13 G3
ACER,Acer Aspire A315 59 38PG,i3 1215U,1.7 kg,10.690.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-a315-59-38pg-nx-k6tsv-00a-core-i3-1215u-8gb-512gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-silver-vo-nhua-1-year.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,ACER ASPIRE 3 A315 59 38PG
HP,HP EliteBook 840 G9,i7 1260P,1.36 kg,37.590.000 ₫,https://www.phucanh.vn/laptop-hp-elitebook-840-g9-6z970pa.html,,14.0inch WUXGA WUXGA (1920x1200),8Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,HP EliteBook 840 G9
MICROSOFT,Microsoft Surface Pro,i7 1185G7,0.891 kg,39.290.000 ₫,https://www.phucanh.vn/microsoft-surface-pro-8-core-i7-1185g7-16gb-256g-win-11-home-13-graphite.html,,Khoảng 13 inch 2K,N/A N/A,256GB SSD,,phucanh,MICROSOFT SURFACE PRO 8
LENOVO,Lenovo ThinkBook 14 G4+ IAP,i5 12500H,1.4 kg,23.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkbook-14-g4-iap-21cx001pvn-core-i5-12500h-8gb-512gb-ssd-nvidia-geforce-rtx-2050-4gb-gddr6-14-5inch-2-8k-windows-11-home-grey-vo-nhom-2-year.html,,14.0inch 2.8K 2.8K (2880x1800),16Gb (Onboard) DDR5,512GB SSD,Nvidia GeForce RTX 2050 4GB GDDR6,phucanh,Lenovo ThinkBook 14 G4+ IAP
LENOVO,Lenovo IdeaPad 5 Pro 16ARH7,Ryzen 5 6600HS,1.9 kg,22.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-ideapad-5-pro-16arh7-82sn00ayvn-ryzen-5-6600hs-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-160inch-25k-windows-11-home-storm-grey-vo-nhom-3-year.html,,Khoảng 16 inch WQXGA (2560x1600),16Gb (Onboard) DDR5,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Lenovo Ideapad 5 Pro 16ARH7
MICROSOFT,Microsoft Surface Go,Pentium 4425Y,0.544 kg,10.890.000 ₫,https://www.phucanh.vn/microsoft-surface-go-2-64g/4gb-platium-64gb/-10.5inch/-wifi/bluetooth.html,,10.5Inch Touch Full HD (1920x1080),8Gb ,128GB SSD,,phucanh,Microsoft Surface Go
HP,HP Gaming Victus 16-e1102AX,Ryzen 7 6800H,2.46 kg,25.990.000 ₫,https://www.phucanh.vn/laptop-hp-gaming-victus-16-e1102ax-7c139pa.html,,Khoảng 16 inch Full HD (1920x1080),16Gb (2x8Gb) DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,HP Gaming Victus 16-e1107AX
LENOVO,Lenovo Yoga Slim 7 Pro 14IAH7,i7 12700H,1.38 kg,26.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-yoga-slim-7-pro-14ial7-82ut006cvn-core-i7-12700h-16gb-512gb-ssd-intel-iris-xe-graphics-14-0inch-2-8k-windows-11-home-cloud-grey-vo-nhom-pen-3-year.html,,14.0inch 2.8K 2.8K (2880x1800),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo Yoga Slim 7 Pro 14IAH7
DELL,Dell Vostro 3430,i7 1355U,1.49 kg,25.490.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-3430-i7u165w11grd2-core-i7-1355u.html,,14.0inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce MX550 2GB GDDR6,phucanh,Dell Vostro 3430
HP,HP Gaming Victus 16-d1191TX,i5 12500H,2.46 kg,28.890.000 ₫,https://www.phucanh.vn/laptop-hp-gaming-victus-16-d1191tx-7c0s5pa.html,,Khoảng 16 inch Full HD (1920x1080),16Gb (2x8Gb) DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,HP Gaming Victus 16-d1191TX
DELL,Dell Vostro 5620,i5 1240P,1.97 kg,22.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-vostro-5620-70296963.html,,16.0inch FHD Full HD (1920x1080),8Gb DDR4,512GB SSD,Nvidia GeForce MX570 2GB GDDR6,phucanh,Dell Vostro 5620
HP,HP Gaming Victus 15-fa0115TX,i5 12500H,2.46 kg,21.990.000 ₫,https://www.phucanh.vn/laptop-hp-gaming-victus-15-fa0115tx-7c0x1pa.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR5,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,HP Gaming Victus 15-fa0115TX
ASUS,Asus Vivobook,i7 1260P,1.8 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-x1502za-ej129w.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
HP,HP Pavilion 15-eg2034TX,i7 1255U,1.85 kg,20.990.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-15-eg2034tx-6k780pa.html,,15.6inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,512GB SSD,Nvidia GeForce MX550 2GB GDDR6,phucanh,HP Pavilion 15-eg2034TX
HP,HP ProBook 440 G9,i7 1255U,1.38 kg,23.590.000 ₫,https://www.phucanh.vn/laptop-hp-probook-440-g9-6m0x8pa.html,,Khoảng 14 inch Full HD (1920x1080),16Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,HP ProBook 440 G9
HP,HP Gaming Victus 15-fa0111TX,i5 12500H,2.29 kg,23.990.000 ₫,https://www.phucanh.vn/laptop-hp-gaming-victus-15-fa0111tx-7c0r4pa.html,,15.6inch Full HD Full HD (1920x1080),16Gb (2x8Gb) DDR4,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,HP GAMING VICTUS 15 FA0111TX
ASUS,Asus ExpertBook,i5 1155G7,1.38 kg,15.590.000 ₫,https://www.phucanh.vn/laptop-asus-expertbook-b5402fea-hy0126w.html,,Khoảng 14 inch Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus ExpertBook
MSI,MSI Modern 14,i5 1335U,1.4 kg,16.990.000 ₫,https://www.phucanh.vn/laptop-msi-modern-14-c13m-612vn.html,,14.0inch Full HD Full HD (1920x1080),16Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,MSI MODERN 14 B11MOU
DELL,Dell Vostro 5620,i5 1240P,1.97 kg,24.690.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-vostro-5620-vwxvw.html,,16.0inch FHD Full HD (1920x1080),16Gb DDR4,512GB SSD,Nvidia GeForce MX570 2GB GDDR6,phucanh,Dell Vostro 5620
APPLE,Apple Macbook Pro 14,Apple M2 Pro M2 Pro,1.6 kg,47.790.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-apple-macbook-pro-14-m2-pro-mphe3saa.html,,Khoảng 14 inch 3K,N/A N/A,512GB SSD,,phucanh,"APPLE MacBook Pro 14"""
HP,HP ProBook 450 G9,i7 1255U,1.74 kg,23.990.000 ₫,https://www.phucanh.vn/laptop-hp-probook-450-g9-6m0z9pa.html,,Khoảng 15 inch Full HD (1920x1080),16Gb DDR4,512GB SSD,Intel UHD Graphics,phucanh,HP PROBOOK 450 G9
ASUS,Asus Vivobook,i5 12500H,1.8 kg,17.290.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-a1503za-l1422w.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
LENOVO,Lenovo Legion Gaming 5 15IAH7H,i5 12500H,2.4 kg,26.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-gaming-legion-5-15iah7h-82rb0048vn.html,,15.6inch WQHD 2K (2560x1440),16Gb (2x8Gb) DDR5,512GB SSD,Nvidia GeForce RTX 3060 6GB GDDR6,phucanh,Lenovo Legion Gaming 5 15IAH7H
MSI,MSI Modern 14,i5 1335U,1.4 kg,16.990.000 ₫,https://www.phucanh.vn/laptop-msi-modern-14-c13m-611vn.html,,14.0inch Full HD Full HD (1920x1080),16Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,MSI MODERN 14 B11MOU
HP,HP Pavilion 14-dv2070TU,i3 1215U,1.4 kg,12.990.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-14-dv2070tu-7c0v9pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP Pavilion 14-dv2070TU
APPLE,Apple Macbook Pro 14,Apple M2 Pro M2 Pro,1.6 kg,59.590.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-apple-macbook-pro-14-m2-pro-mphj3saa.html,,Khoảng 14 inch 3K,N/A N/A,1TB SSD,19 Core GPU,phucanh,"APPLE MacBook Pro 14"""
DELL,Dell Inspiron 5420,i7 1255U,1.55 kg,28.690.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-dell-inspiron-5420-70295791.html,,14.0inch Full HD+ WUXGA (1920x1200),16Gb (8Gb onboard + 1 khe rời) DDR4,1TB SSD,Nvidia GeForce MX570 2GB GDDR6,phucanh,Dell Inspiron 5420
LENOVO,Lenovo V series K14 G1,i3 1115G4,1.43 kg,9.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-k14-g1-21css08j00.html,,14.0inch Full HD Full HD (1920x1080),8Gb (4Gb onboard + 1 khe rời) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo V series K14 G1
HP,HP EliteBook 640 G9,i5 1235U,1.38 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-hp-elitebook-640-g9-6m150pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP EliteBook 640 G9
APPLE,Apple Macbook Pro 16,Apple M2 Pro M2 Pro,2.15 kg,59.890.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-apple-macbook-pro-16-m2-pro-mnwc3saa.html,,Khoảng 16 inch 3K,N/A N/A,512GB SSD,,phucanh,"APPLE MacBook Pro 16"""
MSI,MSI Modern 14,i5 1335U,1.4 kg,16.490.000 ₫,https://www.phucanh.vn/laptop-msi-modern-14-c13m-609vn.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,MSI MODERN 14 B11MOU
ASUS,Asus Vivobook,Ryzen 7 5800H,1.7 kg,16.190.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-m1503qa-l1044w.html,,15.6inch FHD OLED Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Asus Vivobook
HP,HP Pavilion 15-eg2057TU,i5 1240P,1.85 kg,17.490.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-15-eg2057tu-6k787pa.html,,15.6inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP Pavilion 15-eg2057TU
APPLE,Apple Macbook Pro 16,Apple M2 Pro M2 Pro,2.15 kg,65.790.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-apple-macbook-pro-16-m2-pro-mnw93saa.html,,Khoảng 16 inch 3K,N/A N/A,1TB SSD,,phucanh,"APPLE MacBook Pro 16"""
ACER,Acer Aspire A315-58-35AG,i3 1115G4,1.7 kg,9.490.000 ₫,https://www.phucanh.vn/laptop-acer-aspire-a315-58-35ag-nx.addsv.00b.html,,15.6inch Full HD Full HD (1920x1080),4Gb (Onboard) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,ACER ASPIRE 3 A315 58 787C
MSI,MSI Modern 14,i5 1335U,1.4 kg,16.490.000 ₫,https://www.phucanh.vn/laptop-msi-modern-14-c13m-458vn.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,MSI MODERN 14 B11MOU
LENOVO,Lenovo ThinkPad L13 G3,i7 1255U,1.26 kg,24.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-l13-g3-21b3005yva.html,,13.3inch WUXGA WUXGA (1920x1200),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad L13 G3
APPLE,Apple Macbook Pro 16,Apple M2 Max M2 Max,2.16 kg,85.690.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-apple-macbook-pro-16-m2-max-mnwe3saa.html,,Khoảng 16 inch 3K,32Gb ,1TB SSD,,phucanh,"APPLE MacBook Pro 16"""
HP,HP Gaming Victus 16-e1106AX,Ryzen 5 6600H,2.4 kg,21.990.000 ₫,https://www.phucanh.vn/laptop-hp-gaming-victus-16-e1106ax-7c0t1pa.html,,Khoảng 16 inch Full HD (1920x1080),8Gb DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,HP Victus 16-e1106AX
HP,HP 240 G9,i3 1215U,1.5 kg,11.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-hp-240-g9-6l1x7pa-core-i3-1215u-8gb-256gb-ssd-intel-uhd-graphics-140inch-full-hd-windows-11-home-silver-vo-nhua.html,,14.0inch Full HD Full HD (1920x1080),8Gb DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP 240 G9
DELL,Dell Vostro 5320,i7 1260P,1.55 kg,25.890.000 ₫,https://www.phucanh.vn/laptop-dell-vostro-5320-v3i7005w.html,,Khoảng 13 inch WUXGA (1920x1200),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,Dell Vostro 5320
LENOVO,Lenovo ThinkPad X13 GEN 2,Ryzen 5 Pro 5650U,1.21 kg,23.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-x13-gen-2-20xh009uvn.html,,13.3inch WQXGA WQXGA (2560x1600),16Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Lenovo ThinkPad X13 GEN 2
LENOVO,Lenovo ThinkPad X13 GEN 2,Ryzen 5 Pro 5650U,1.21 kg,23.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-x13-gen-2-20xh009uvn.html,,13.3inch WQXGA WQXGA (2560x1600),16Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Lenovo ThinkPad X13 GEN 2
ACER,Acer PREDATOR Helios 16 ,i9 13900HX,0.46 kg,127.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-acer-predator-helios-16-ph16-71-94n1-nh.qjssv.002.html,,16.0inch WQXGA WQXGA (2560x1600),32Gb DDR5,1TB SSD,Nvidia GeForce RTX 4080 12GB GDDR6,phucanh,Acer PREDATOR Helios 16 
ASUS,Asus Vivobook,i5 12500H,1.4 kg,16.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-asus-vivobook-14x-oled-a1403za-km066w.html,,14.0inch 2.8K 2.8K (2880x1800),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
LENOVO,Lenovo IdeaPad Slim 3 15IAU7,i3 1215U,1.63 kg,11.490.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-ideapad-slim-3-15iau7-82rk001nvn.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel UHD Graphics,phucanh,Lenovo IdeaPad Slim 3 15IAU7
HP,HP 15s fq5144TU,i7 1255U,1.69 kg,20.590.000 ₫,https://www.phucanh.vn/laptop-hp-15s-fq5144tu-7c0r8pa.html,,15.6inch Full HD 1920x1080,16Gb (2x8Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 15s-fq5144TU
LENOVO,Lenovo V14 G3 IAP,i5 1235U,1.7 kg,11.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-v-series-v14-g3-itl-82ts0062vn-core-i5.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel UHD Graphics,phucanh,Lenovo V14 G3 IAP
ASUS,Asus Vivobook,Ryzen 5 5600H,1.4 kg,15.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-m1403qa-ly023w.html,,14.0inch WUXGA WUXGA (1920x1200),8Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Asus Vivobook
ASUS,Asus Vivobook,i3 1315U,1.4 kg,11.790.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-asus-vivobook-x1404va-nk124w.html,,14.0inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,256GB SSD,Intel UHD Graphics,phucanh,Asus Vivobook
HP,HP 15s fq5146TU,i7 1255U,1.69 kg,19.590.000 ₫,https://www.phucanh.vn/laptop-hp-15s-fq5146tu-7c0r9pa.html,,15.6inch Full HD 1920x1080,8Gb (2x4Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 15s-fq5146TU
MSI,MSI Creator Z17,i9 12900HK,2.49 kg,64.990.000 ₫,https://www.phucanh.vn/laptop-msi-creator-z17-a12ugs-051vn.html,,17.0inch QHD+ Touch screen QHD (2560x1600),32Gb (2x16Gb) DDR5,1TB SSD,Nvidia GeForce RTX 3070Ti 8GB DDR6,phucanh,MSI Creator Z17
LENOVO,Lenovo ThinkPad P14s G3,i7 1260P,1.38 kg,37.490.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkpad-p14s-g3-21ak006wva-core-i7.html,,14.0inch 2.2K 2.2K (2240x1400),24Gb (8GB onboard + 1 khe rời) DDR4,512GB SSD,Nvidia Quadro T550 4GB GDDR6,phucanh,Lenovo ThinkPad P14s G3
GIGABYTE,Gigabyte Gaming G5 GE,i5 12500H,1.9 kg,19.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-gigabyte-g-serial-g5-ge-51vn263sh.html,,15.6inch Full HD Full HD (1920x1080),8Gb DDR4,512GB SSD,Nvidia GeForce RTX 3050 4Gb GDDR6,phucanh,Gigabyte Gaming G5 GE-51VN263SH
ASUS,Asus Vivobook,Ryzen 5 5600H,1.7 kg,17.590.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-m1503qa-l1028w.html,,Khoảng 15 inch Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,AMD Radeon Graphics,phucanh,Asus Vivobook
HP,HP 15s fq5159TU,i7 1255U,1.69 kg,17.590.000 ₫,https://www.phucanh.vn/laptop-hp-15s-fq5159tu-7c0s0pa.html,,15.6inch Full HD 1920x1080,8Gb (2x4Gb) DDR4,256GB SSD,Intel Iris Xe Graphics,phucanh,HP 15s fq5159TU
HP,HP Spectre 14-ef0030TU,i7 1255U,1.36 kg,44.990.000 ₫,https://www.phucanh.vn/laptop-hp-spectre-x360-14-ef0030tu-6k773pa.html,,Khoảng 13 inch 3K,16Gb (Onboard) DDR4,1TB SSD,Intel Iris Xe Graphics,phucanh,HP Spectre 14-ef0030TU
LENOVO,Lenovo ThinkBook 15 G4 IAP,i7 1255U,1.7 kg,20.990.000 ₫,https://www.phucanh.vn/laptop-lenovo-thinkbook-15-g4-iap-21dj00cpvn-core-i7.html,,15.6inch Full HD Full HD (1920x1080),8Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkBook 15 G4 IAP
HP,HP Pavilion 14-dv2069TU,i3 1215U,1.4 kg,12.990.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-14-dv2069tu-7c0p1pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,256GB SSD,Intel UHD Graphics,phucanh,HP Pavilion 14-dv2069TU
MSI,MSI Creator Z16,i7 12700H,2.2 kg,45.990.000 ₫,https://www.phucanh.vn/laptop-msi-creator-z16-a12uet-025vn.html,,16.1inch QHD+ Touch screen QHD (2560x1600),16Gb (2x8Gb) DDR5,1TB SSD,Nvidia GeForce RTX 3060 6GB GDDR6,phucanh,MSI Creator Z16
HP,HP 15s fq5160TU,i5 1235U,1.69 kg,18.890.000 ₫,https://www.phucanh.vn/laptop-hp-15s-fq5160tu-7c0s1pa.html,,15.6inch Full HD 1920x1080,16Gb (2x8Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 15s fq5160TU
LG,LG Gram,i5 1240P,1.19 kg,24.990.000 ₫,https://www.phucanh.vn/laptop-lg-gram-14zd90q-g.ax56a5.html,,14.0inch WUXGA WUXGA (1920x1200),16Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,LG Gram
HP,HP 14s dq5102TU,i7 1255U,1.46 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-hp-14s-dq5102tu-7c0q1pa.html,,14.0inch Full HD Full HD (1920x1080),8Gb (2x4Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 14s dq5102TU
HP,HP Envy X360 13-bf0112TU,i5 1230U,1.32 kg,23.790.000 ₫,https://www.phucanh.vn/laptop-hp-envy-x360-13-bf0112tu-7c0n9pa-oled-touch.html,,13.3inch OLED Touch 2.8K (2880x1800),16Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP Envy X360 13-bf0112TU
LG,LG Gram 2023,i7 1360P,1.199 kg,44.590.000 ₫,https://www.phucanh.vn/laptop-lg-gram-2023-16z90r-g.ah76a5.html,,16.0inch WQXGA WQXGA (2560x1600),16Gb (Onboard) DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,LG GRAM 2023
HP,HP 15s fq5161TU,i5 1235U,1.69 kg,16.690.000 ₫,https://www.phucanh.vn/laptop-hp-15s-fq5161tu-7c0s2pa.html,,15.6inch Full HD 1920x1080,8Gb (2x4Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP 15s fq5161TU
LG,LG Gram,i7 1260P,1.19 kg,46.490.000 ₫,https://www.phucanh.vn/laptop-lg-gram-16z90q-g.ah76a5.html,,Khoảng 16 inch WQXGA (2560x1600),16Gb DDR5,512GB SSD,Intel Iris Xe Graphics,phucanh,LG Gram
LENOVO,Lenovo ThinkPad X1 Carbon Gen 9,i7 1165G7,1.133 kg,43.990.000 ₫,https://www.phucanh.vn/may-tinh-xach-tay-lenovo-thinkpad-x1-carbon-gen-9-20xw00qtvn-core-i7-1165g7.html,,14.0inch WUXGA Touch WUXGA (1920x1200),32Gb (Onboard) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,Lenovo ThinkPad X1 Carbon Gen 9
MICROSOFT,Microsoft Surface Pro,i7 1265U,0.879 kg,40.290.000 ₫,https://www.phucanh.vn/laptop-microsoft-surface-pro-9-core-i7-1265u-16gb-256gb-130inch-touch-windows-11-home-platinum.html,,Khoảng 13 inch 2K,N/A N/A,256GB SSD,,phucanh,MICROSOFT SURFACE PRO 8
HP,HP Pavilion 14-dv2073TU,i5 1235U,1.4 kg,17.990.000 ₫,https://www.phucanh.vn/laptop-hp-pavilion-14-dv2073tu-7c0p2pa.html,,14.0inch Full HD 1920x1080,16Gb (2x8Gb) DDR4,512GB SSD,Intel Iris Xe Graphics,phucanh,HP Pavilion 14-dv2073TU
ASUS,Asus Vivobook Pro 14X OLED,i7 12700H,1.65 kg,33.990.000 ₫,https://www.phucanh.vn/laptop-asus-vivobook-pro-14x-oled-n7401ze-m9028w.html,,14.5inch 2.8K 2.8K (2880x1800),16Gb (Onboard) DDR5,512GB SSD,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,phucanh,Asus Vivobook Pro 14X OLED
