Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
 HP,HP 15S FQ5147TU I7 1255U,i7 1255U,1.69 kg,17.790.000₫ *,,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa,https://cdn.tgdd.vn/Products/Images/44/305917/Slider/vi-vn-hp-15s-fq5147tu-i7-7c133pa--(1).jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP 15s-fq5144TU
 Asus,ASUS VIVOBOOK 14 X1402ZA I5 1240P,i5 1240P,1.5 kg,14.990.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i5-ek083w,https://cdn.tgdd.vn/Products/Images/44/284256/Slider/vi-vn-asus-vivobook-14-x1402za-i5-ek083w-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 324.9 mm - Rộng 213.9 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK 14 X1402ZA I5 1240P
 Dell,DELL VOSTRO 5620 I5 1240P,i5 1240P,1.97 kg,17.990.000₫,,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-v6i5001w1,https://cdn.tgdd.vn/Products/Images/44/292397/Slider/vi-vn-dell-vostro-5620-i5-v6i5001w1-thumbvideo.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card tích hợp Intel UHD ,Dài 356 mm - Rộng 252 mm - Dày 18 mm -,Windows 11 Home SL  ,2022,tgdd,Dell Vostro V5620
 HP,HP PAVILION 14 DV2074TU I5 1235U,i5 1235U,1.41 kg,16.890.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2074tu-i5-7c0p3pa,https://cdn.tgdd.vn/Products/Images/44/302204/Slider/vi-vn-hp-pavilion-14-dv2074tu-i5-7c0p3pa-slider-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm -,Windows 11 Home SL ,2022,tgdd,HP Pavilion 14-dv2075TU
 Asus,ASUS VIVOBOOK 14X OLED A1405ZA I5 12500H,i5 12500H,1.6 kg,16.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-a1405za-i5-km146w,https://cdn.tgdd.vn/Products/Images/44/307806/asus-vivobook-14x-oled-a1405za-i5-km146w-glr-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 317.1 mm - Rộng 222 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK 14X OLED A1405ZA I5 12500H
 Lenovo,LENOVO IDEAPAD 3 15IAU7 I5 1235U,i5 1235U,1.63 kg,17.990.000₫,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,https://cdn.tgdd.vn/Products/Images/44/291738/Slider/vi-vn-lenovo-ideapad-3-15iau7-i5-82rk001pvn-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,Lenovo IdeaPad 3 14IAU7
 Lenovo,LENOVO IDEAPAD 3 15IAU7 I3 1215U,i3 1215U,1.63 kg,14.690.000₫,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn,https://cdn.tgdd.vn/Products/Images/44/287770/Slider/vi-vn-lenovo-ideapad-3-15iau7-i3-82rk001mvn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,Lenovo IdeaPad 3 14IAU7
 Asus,ASUS GAMING ROG STRIX G15 G513IH,Ryzen 7 4800H,2.1 kg,17.990.000₫ *,,https://www.thegioididong.com/laptop/asus-rog-strix-gaming-g513ih-r7-hn015w,https://cdn.tgdd.vn/Products/Images/44/270031/Slider/vi-vn-asus-rog-strix-gaming-g513ih-r7-hn015w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời GTX 1650 4GB ,Dài 354 mm - Rộng 259 mm - Dày 20.6 mm -,Windows 11 Home SL ,2021,tgdd,Asus ROG Strix Gaming G513IE-HN246W
 HP,HP 15S FQ5162TU I5 1235U,i5 1235U,1.7 kg,15.690.000₫ *,,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa,https://cdn.tgdd.vn/Products/Images/44/302532/Slider/hp-15s-fq5162tu-i5-7c134pa-slider-abc-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP 15s fq5161TU
 HP,HP 240 G9 I5 1235U,i5 1235U,1.47 kg,15.390.000₫ *,,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,https://cdn.tgdd.vn/Products/Images/44/285963/Slider/vi-vn-hp-240-g9-i5-6l1y2pa-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,HP 240 G9
 Acer,ACER ASPIRE 3 A314 35 P3G9 N6000,Pentium N6000,1.45 kg,6.990.000₫ *,,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007,https://cdn.tgdd.vn/Products/Images/44/274136/Slider/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007637862540351928732.jpg,"14"" HD (1366 x 768) ",4 GB DDR4 2 khe (1 khe 4 GB + 1 khe rời) 2400 MHz ,256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ,Card tích hợp Intel UHD ,Dài 328 mm - Rộng 236 mm - Dày 19.9 mm -,Windows 11 Home SL ,2021,tgdd,ACER ASPIRE 3 A314 35 P3G9 N6000
 HP,HP VICTUS 15 FA0155TX I5 12450H,i5 12450H,2.31 kg,20.990.000₫ *,,https://www.thegioididong.com/laptop/hp-victus-15-fa0155tx-i5-81p00pa,https://cdn.tgdd.vn/Products/Images/44/306687/hp-victus-15-fa0155tx-i5-81p00pa-glr-1-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 3050 4GB ,Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm -,Windows 11 Home SL ,2023,tgdd,HP VICTUS 15 FA0155TX I5 12450H
 HP,HP PAVILION X360 14 EK0134TU I5 1235U,i5 1235U,1.51 kg,18.590.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa,https://cdn.tgdd.vn/Products/Images/44/302212/Slider/vi-vn-hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa--(6).jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,HP PAVILION X360 14 EK0134TU I5 1235U
 Dell,DELL VOSTRO 15 3520 I5 1235U,i5 1235U,1.67 kg,16.790.000₫,,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,https://cdn.tgdd.vn/Products/Images/44/303835/Slider/vi-vn-dell-vostro-15-3520-i5-5m2tt2-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 358.5 mm - Rộng 235.56 mm - Dày 19 mm -,Windows 11 Home SL  ,2022,tgdd,DELL VOSTRO 15 3520 I5 1235U
 Lenovo,LENOVO IDEAPAD 5 15IAL7 I5 1235U,i5 1235U,1.85 kg,15.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-15ial7-i5-82sf005hvn,,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 356.67 mm - Rộng 233.13 mm - Dày 16.9 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD 5 15IAL7 I5 1235U
 Acer,ACER ASPIRE 5 A514 54 511G I5 1135G7,i5 1135G7,1.46 kg,14.190.000₫,,https://www.thegioididong.com/laptop/acer-aspire-a514-54-511g-i5-nxa28sv009,https://cdn.tgdd.vn/Products/Images/44/271043/Slider/vi-vn-acer-aspire-a514-54-511g-i5-nxa28sv009-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard 4 GB + 1 khe 4 GB) 3200 MHz ,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) 1 TB SSD M.2 PCIe ,Card tích hợp Intel Iris Xe ,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm -,Windows 11 Home SL ,2021,tgdd,ACER ASPIRE 5 A514 54 511G I5 1135G7
 HP,HP PAVILION 15 EG2035TX I5 1235U,i5 1235U,1.74 kg,18.090.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa,https://cdn.tgdd.vn/Products/Images/44/284142/Slider/vi-vn-hp-pavilion-15-eg2035tx-i5-6k781pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời MX550 2GB ,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP Pavilion 15 eg2037TX
 Lenovo,LENOVO IDEAPAD 3 14ABA7,Ryzen 5 5625U 2.30 GHz ,1.43 kg,10.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,https://cdn.tgdd.vn/Products/Images/44/302227/Slider/vi-vn-lenovo-ideapad-3-14aba7-r5-82rm003wvn-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Radeon ,Dài 324.2 mm - Rộng 215.7 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD 3 14ABA7
 Asus,ASUS GAMING TUF DASH F15 FX517ZE I5 12450H,i5 12450H,2 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,https://cdn.tgdd.vn/Products/Images/44/284343/Slider/vi-vn-asus-tuf-gaming-fx517ze-i5-hn045w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng ,Card rời RTX 3050Ti 4GB ,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm -,Windows 11 Home SL ,2022,tgdd,Asus TUF Gaming FX517ZE-HN045W
 Acer,ACER NITRO 5 GAMING AN515 57 553E I5 11400H,i5 11400H,2.2 kg,19.990.000₫ *,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006,https://cdn.tgdd.vn/Products/Images/44/274134/Slider/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006-acv-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3050 4GB ,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm -,Windows 11 Home SL ,2021,tgdd,ACER NITRO 5 GAMING AN515 57 553E I5 11400H
 Lenovo,LENOVO IDEAPAD GAMING 3 15IAH7 I5 12500H,i5 12500H,2.315 kg,17.990.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn,https://cdn.tgdd.vn/Products/Images/44/283775/Slider/vi-vn-lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn-1.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card rời RTX 3050 4GB ,Dài 359.6 mm - Rộng 266.4 mm - Dày 21.8 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD GAMING 3 15IAH7 I5 12500H
 Asus,ASUS VIVOBOOK 15 X1504VA I5 1335U,i5 1335U,1.7 kg,16.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,https://cdn.tgdd.vn/Products/Images/44/305008/Slider/vi-vn-asus-vivobook-15-x1504va-i5-nj025w--(4).jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống) 3200 MHz ,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK 15 X1504VA I5 1335U
 HP,HP PAVILION 15 EG2056TU I5 1240P,i5 1240P,1.72 kg,15.490.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2056tu-i5-6k786pa,https://cdn.tgdd.vn/Products/Images/44/284141/Slider/vi-vn-hp-pavilion-15-eg2056tu-i5-6k786pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP PAVILION 15 EG2056TU I5 1240P
 Lenovo,LENOVO IDEAPAD 5 14IAL7 I5 1235U,i5 1235U,1.44 kg,15.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,https://cdn.tgdd.vn/Products/Images/44/287771/Slider/vi-vn-lenovo-ideapad-5-14ial7-i5-82sd0060vn-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,Dài 321.69 mm - Rộng 211.84 mm - Dày 16.9 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD 5 14IAL7 I5 1235U
 Lenovo,LENOVO IDEAPAD GAMING 3 15IHU6 I5 11320H,i5 11320H,2.25 kg,20.790.000₫,,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn,https://cdn.tgdd.vn/Products/Images/44/302226/Slider/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn638155252901510186.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB) ",Card rời GTX 1650 4GB ,Dài 359.6 mm - Rộng 251.9 mm - Dày 24.2 mm -,Windows 11 Home SL ,2022,tgdd,Lenovo Gaming IdeaPad 3 15IHU6
 MSI,MSI MODERN 15 A5M,Ryzen 7 5700U,1.6 kg,12.490.000₫ *,,https://www.thegioididong.com/laptop/msi-modern-15-a5m-r7-237vn,https://cdn.tgdd.vn/Products/Images/44/263792/Slider/vi-vn-msi-modern-15-a5m-r7-237vn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) Không hỗ trợ khe cắm HDD ",Card tích hợp Radeon ,Dài 356.8 mm - Rộng 233.7 mm - Dày 18.9 mm -,Windows 11 Home SL ,2021,tgdd,MSI MODERN 15 A5M
 Dell,DELL INSPIRON 15 3520 I3 1215U,i3 1215U,1.9 kg,12.290.000₫,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,https://cdn.tgdd.vn/Products/Images/44/302266/Slider/dell-inspiron-15-3520-i3-i3u082w11blu638155265805066512.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 2666 MHz ,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) 256 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm -,Windows 11 Home SL  ,2022,tgdd,Dell Inspiron N3520
 MSI,MSI GAMING GF63 THIN 11UC I7 11800H,i7 11800H 2.30 GHz ,1.86 kg,19.990.000₫,,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i7-1228vn,https://cdn.tgdd.vn/Products/Images/44/306133/msi-gaming-gf63-thin-11uc-i7-1228vn-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe Hỗ trợ khe cắm SATA 2.5 inch mở rộng (nâng cấp SSD hoặc HDD đều được) ,Card rời RTX 3050 4GB ,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm -,Windows 11 Home SL ,2022,tgdd,MSI Gaming GF63 Thin 11UC-1228VN
 GIGABYTE,GIGABYTE GAMING G5 I5 12500H,i5 12500H,1.9 kg,19.990.000₫,,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-ge-51vn263sh,https://cdn.tgdd.vn/Products/Images/44/309113/Slider/vi-vn-gigabyte-gaming-g5-i5-ge-51vn263sh-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 3050 4GB ,Dài 360 mm - Rộng 238 mm - Dày 22.7 mm -,Windows 11 Home SL ,2022,tgdd,Gigabyte Gaming G5 GD-51VN123SO
 Dell,DELL INSPIRON 5620 I5 1235U,i5 1235U,1.87 kg,18.490.000₫,,https://www.thegioididong.com/laptop/dell-inspiron-5620-i5-71003903,https://cdn.tgdd.vn/Products/Images/44/307712/dell-inspiron-5620-i5-71003903-glr-1.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 356 mm - Rộng 251.9 mm - Dày 18.3 mm -,Windows 11 Home SL  ,2023,tgdd,DELL INSPIRON 5620 I5 1235U
 Acer,ACER ASPIRE 3 A315 58 382Z I3 1115G4,i3 1115G4,1.7 kg,9.990.000₫ *,,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k,https://cdn.tgdd.vn/Products/Images/44/283438/Slider/acer-aspire-3-a315-58-382z-i3-1115g4-8gb-256gb-win11-(nx.addsv.00k)638010112536820261.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard 4 GB + 1 khe 4 GB) Từ 2400 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) ",Card tích hợp Intel UHD ,Dài 363.4 mm - Rộng 238.4 mm - Dày 19.9 mm -,Windows 11 Home SL ,2021,tgdd,Acer Aspire 3 A315-58-35AG
 Lenovo,LENOVO LEGION 5 15IAH7 I5 12500H,i5 12500H,2.35 kg,23.490.000₫ *,,https://www.thegioididong.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn,https://cdn.tgdd.vn/Products/Images/44/292389/Slider/vi-vn-lenovo-legion-5-15iah7-i5-82rc003wvn-sliders-1.jpg,"15.6"" Full HD (1920 x 1080) 165Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card rời RTX 3050Ti 4GB ,Dài 358.8 mm - Rộng 262.35 mm - Dày 19.99 mm -,Windows 11 Home SL ,2022,tgdd,Lenovo Gaming Legion 5 15IAH7H
 Dell,DELL INSPIRON 16 5620 I5 1235U,i5 1235U,1.87 kg,17.690.000₫,,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i5-p1wkn,https://cdn.tgdd.vn/Products/Images/44/303834/Slider/vi-vn-dell-inspiron-16-5620-i5-p1wkn--(4).jpg,"16"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,256 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 356.7 mm - Rộng 251.9 mm - Dày 17.95 mm -,Windows 11 Home SL  ,2022,tgdd,DELL INSPIRON 16 5620 I5 1235U
 MSI,MSI MODERN 15 B7M,Ryzen 5 7530U,1.75 kg,,,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn,https://cdn.tgdd.vn/Products/Images/44/307649/msi-modern-15-b7m-r5-231vn-1.jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Radeon ,Dài 359 mm - Rộng 241 mm - Dày 19.9 mm -,Windows 11 Home SL ,2023,tgdd,MSI Modern 15 B7M-098VN
 Dell,DELL GAMING G15 5511 I5 11400H,i5 11400H,2.81 kg,21.990.000₫,,https://www.thegioididong.com/laptop/dell-gaming-g15-5511-i5-70266676,https://cdn.tgdd.vn/Products/Images/44/264354/Slider/dell-gaming-g15-5511-i5-70266676-fix-ab-01-1020x570-2.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 512 GB (2230)) ",Card rời RTX 3050 4GB ,Dài 357 mm - Rộng 272 mm - Dày 25 mm -,Windows 11 Home SL  ,2021,tgdd,DELL GAMING G15 5511 I5 11400H
 Asus,ASUS VIVOBOOK 15 X1502ZA I7 1260P,i7 1260P,1.7 kg,17.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1502za-i7-ej582w,https://cdn.tgdd.vn/Products/Images/44/288632/Slider/vi-vn-asus-vivobook-15-x1502za-i7-ej582w-1.jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 359.7 mm - Rộng 232.5 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK 15 X1502ZA I7 1260P
 HP,HP PAVILION 14 DV2033TU I5 1235U,i5 1235U,1.41 kg,15.490.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2033tu-i5-6k769pa,https://cdn.tgdd.vn/Products/Images/44/285239/Slider/vi-vn-hp-pavilion-14-dv2033tu-i5-6k769pa-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm -,Windows 11 Home SL ,2022,tgdd,HP PAVILION 14 DV2033TU I5 1235U
 HP,HP ENVY X360 13 BF0090TU I7 1250U,i7 1250U,1.34 kg,28.990.000₫ *,,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa,https://cdn.tgdd.vn/Products/Images/44/296789/Slider/vi-vn-hp-envy-x360-13-bf0090tu-i7-76b13pa-thumbvideo.jpg,"13.3"" 2.8K (2880 x 1800) - OLED ",16 GB LPDDR4 (Onboard) 4267 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 298.3 mm - Rộng 214.9 mm - Dày 16.1 mm -,Windows 11 Home SL ,2022,tgdd,HP ENVY X360 13 BF0090TU I7 1250U
