Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
ACER,Acer Predator Helios Neo Gaming PHN16-71-74BA," i7, 13700HX",2.6 kg,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-predator-helios-neo-gaming-phn16-71-74ba-i7-13700hx,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/6/638216651229999641_acer-predator-helios-neo-gaming-phn16-71-den-5.jpg,"16.0 inch, 2560 x 1600 Pixels, IPS, 165 Hz, Acer ComfyView LED-backlit","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,NVIDIA GeForce RTX 4060 8GB,360.1 (W) x 279.9 (D) x 26.55/28.25 (H) mm mm,Windows 11 Home Single Language,2023,fptshop,Acer Predator Helios Neo Gaming PHN16-71-74BA
ASUS,Asus Gaming ROG Zephyrus GU603VU-N3898W," i7, 13620H",2 kg,40.490.000₫,44.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-rog-zephyrus-gu603vu-n3898w-i7-13620h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/8/638218444147091300_asus-gaming-rog-zephyrus-gu603-xam-1.jpg,"16.0 inch, 1920 x 1200 Pixels, IPS, 165 Hz, 250 nits, Anti - Glare","16 GB (1 thanh 16 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 4050 6GB GDDR6, Intel Iris Xe Graphics",35.5 x 24.3 x 2.05 ~ 2.29 cm cm,Windows 11 Home,2023,fptshop,Asus Gaming ROG Zephyrus GU603VU-N3898W
ACER,Acer Predator Helios Neo Gaming PHN16-71-7460," i7, 13700HX",2.6 kg,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-predator-helios-neo-gaming-phn16-71-7460-i7-13700hx,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/6/638216651229999641_acer-predator-helios-neo-gaming-phn16-71-den-5.jpg,"16.0 inch, 2560 x 1600 Pixels, IPS, 165 Hz, Acer ComfyView LED-backlit","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,360.1 (W) x 279.9 (D) x 26.55/28.25 (H) mm mm,Windows 11 Home Single Language,2023,fptshop,Acer Predator Helios Neo Gaming PHN16-71-7460
ASUS,Asus Gaming ROG Zephyrus GA402NJ-L4056W," Ryzen 7, 7735HS",1.72 kg,38.490.000₫,42.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-rog-zephyrus-ga402nj-l4056w-r7-7735hs,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/8/638218425731139247_asus-gaming-rog-zephyrus-ga402-xam-1.jpg,"14.0 inch, 1920 x 1200 Pixels, IPS, 144 Hz, 400 nits, Anti - Glare","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",31.2 x 22.7 x 1.95 ~ 2.05 cm,Windows 11 Home,2023,fptshop,Asus Gaming ROG Zephyrus GA402NJ-L4056W
MSI,MSI Creator M16 B13VE-830VN," i7, 13700H",2.26 kg,37.990.000₫,39.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-creator-m16-b13ve-830vn-i7-13700h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/8/638218447788531377_msi-creator-m16-b13ve-830vn-i7-13700h-den-5.jpg,"16.0 inch, 1920 x 1200 Pixels, IPS, 144 Hz, IPS","16 GB, DDR5, 5200 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,359 x 259 x 23.95 mm,Windows 11 Home,2023,fptshop,MSI Creator M16 B13VE-830VN
ASUS,Asus Zenbook UX5304VA-NQ125W," i7, 1355U",1 kg,36.990.000₫,39.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-ux5304va-nq125w-i7-1355u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/5/638215695540032540_asus-zenbook-ux5304va-nq125w-i7-1355u-xam-5.jpg,"13.3 inch, 2880 x 1800 Pixels, IPS, 60 Hz, 550 nits, OLED","16 GB, LPDDR5, 5200 MHz",SSD 512 GB,None,29.62 x 21.63 x 1.09 ~ 1.18 cm,Windows 11 Home,,fptshop,Asus Zenbook UX5304VA-NQ125W
ACER,Acer Predator Helios Neo Gaming PHN16-71-54CD," i5, 13500HX",2.6 kg,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-predator-helios-neo-gaming-phn16-71-54cd-i5-13500hx,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/6/638216651229999641_acer-predator-helios-neo-gaming-phn16-71-den-5.jpg,"16.0 inch, 2560 x 1600 Pixels, IPS, 165 Hz, Acer ComfyView LED-backlit","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,360.1 (W) x 279.9 (D) x 26.55/28.25 (H) mm mm,Windows 11 Home Single Language,2023,fptshop,Acer Predator Helios Neo Gaming PHN16-71-54CD
MACBOOK,MacBook Pro 13 inch M2 2022 8CPU 10GPU 16GB,"Apple, M2, 8 - Core",1.4 kg,35.990.000₫,41.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch-ram-16gb?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901982829761519_macbook-pro-m2-2022-xam-1.jpg,"13.3 inch, 2560 x 1600 Pixels, 500 nits, Retina","16 GB, LPDDR4, 3200 MHz",SSD 256 GB,Apple M2 GPU 10 nhân,304.1 x 212.4 x 15.6 mm,macOS 12,2022,fptshop,MacBook Pro 13 inch M2 2022 8CPU 10GPU 16GB
MSI,MSI Gaming Katana 15 B13VFK-676VN," i7, 13620H",2.25 kg,34.990.000₫,36.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vfk-676vn-i7-13620h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139851534926926_msi-gaming-katana-15-b13v-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS","16 GB (2 thanh 8 GB), DDR5, 5200 MHz",SSD 1 TB,"NVIDIA GeForce RTX 4060 8GB, Intel UHD Graphics",359 x 259 x 24.9 mm,Windows 11 Home,2023,fptshop,MSI Gaming Katana 15 B13VFK-676VN
ACER,Acer Predator Gaming Helios PH315-54-99S6," i9, 11900H",2.3 kg,32.990.000₫,41.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-predator-helios-gaming-ph315-54-99s6-i9-11900h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/27/637683516026005964_acer-predator-helios-gaming-ph315-54-den-1.jpg,"15.6 inch, 2560 x 1440 Pixels, IPS, 165 Hz, Acer ComfyView LED-backlit","16 GB (2 thanh 8 GB), LPDDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3060 6GB, Intel UHD Graphics",363 x 255 x 22.9 mm,Windows 11 Home Single Language,2021,fptshop,Acer Predator Gaming Helios PH315-54-99S6
MACBOOK,MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB,"Apple, M2, 8 - Core",1.24,32.490.000₫,38.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch-ram-16gb?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902003522707463_macbook-air-m2-2022-vang-1.jpg,"13.6 inch, 2560 x 1644 Pixels, IPS, 60 Hz, 500 nits, Liquid Retina","16 GB, LPDDR4, 3200 MHz",SSD 256 GB,Apple M2 GPU 8 nhân,30.41 x 21.5 x 1.13 cm,Ventura,2022,fptshop,MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB
ASUS,Asus Vivobook Pro K3405VC-KM070W," i9, 13900H",1400 g,31.990.000₫,33.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-k3405vc-km070w-i9-13900h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/5/16/638198447927907777_asus-vivobook-pro-k3405-bac-1.jpg,"14.0 inch Chính:, 2880 x 1800 Pixels Màn hình chính:, IPS, 90 Hz Màn hình chính:, OLED Chính:","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,31.71 x 22.25 x 1.89 ~ 1.89 cm,Windows 11 Home,,fptshop,Asus Vivobook Pro K3405VC-KM070W
ASUS,Asus TUF Gaming FX507ZM-HN123W," i7, 12700H",2.20 kg,31.990.000₫,32.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507zm-hn123w-i7-12700h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835506768312073_asus-tuf-gaming-fx507-xam-6.jpg,"15.6 inch, FHD (1920 x 1080), IPS, 144 Hz, 250 nits, IPS FHD","16 GB (1 thanh 16 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3060 6GB, Intel Iris Xe Graphics",354 x 251 x 22.4 mm,Windows 11 Home,2022,fptshop,Asus TUF Gaming FX507ZM-HN123W
MSI,MSI Gaming Katana 15 B13VEK-252VN," i7, 13620H",2.29 kg,30.990.000₫,32.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vek-252vn-i7-13620h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/23/638127741344671345_msi-gaming-katana-15-b13vek-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS FHD","8 GB, DDR5, 5200 MHz",SSD 512 GB,None,359 x 259 x 24.9 mm,Windows 11 Home,,fptshop,MSI Gaming Katana 15 B13VEK-252VN
LENOVO,Lenovo ThinkPad P15s G2 T," i5, 1135G7",1.5 kg,29.990.000₫,36.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-p15s-g2-t-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961817493518056_lenovo-thinkpad-p15s-g2-a1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 75 Hz, 300 nits, Anti-Glare","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,NVIDIA Quadro T500 4GB,329.4 x 227.5 x 17.9 mm,Windows 11,2021,fptshop,Lenovo ThinkPad P15s G2 T
MICROSOFT,Microsoft Surface Pro 9," i5, 1235U",879 g,29.990.000₫,30.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/microsoft-surface-pro-9-i5-1235u?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/7/638137827133830713_microsoft-surface-pro-9-bac-1.jpg,"13.0 inch Chính:, 2880 x 1920 Pixels, IPS, 120 Hz, IPS Chính:","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 256 GB,None,287 mm,Windows 11 Home,,fptshop,Microsoft Surface Pro 9
LENOVO,Lenovo Gaming Legion 5 15ARH7H," Ryzen 7, 6800H",2.4 kg,29.990.000₫,42.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7h-r7-6800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 2560 x 1440 Pixels, IPS, 165 Hz, 300 nits, Anti - Glare","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,None,358.8 x 262.35 x 19.99 mm,Windows 11 Home Single Language,,fptshop,Lenovo Gaming Legion 5 15ARH7H
GIGABYTE,Gigabyte Gaming Aorus 15 9MF-E2VN583SH," i5, 12500H",2.25 kg,29.990.000₫,30.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-aorus-15-9mf-e2vn583sh-i5-12500h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/15/638224374470520301_gigabyte-gaming-aorus-15-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 360 Hz, Anti-Glare","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 4050 6GB GDDR6, Intel Iris Xe Graphics",360 x 272 x 20.9 mm,Windows 11 Home,2023,fptshop,Gigabyte Gaming Aorus 15 9MF-E2VN583SH
MACBOOK,MacBook Pro 13 inch M2 2022 8CPU 10GPU 8GB,"Apple, M2, 8 - Core",1.4 kg,29.890.000₫,35.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901935594127150_macbook-pro-m2-2022-xam-1.jpg,"13.3 inch, 2560 x 1600 Pixels, OLED, Hãng không công bố, 500 nits, Retina","8 GB, LPDDR4, 3200 MHz",SSD 256 GB,Apple M2 GPU 10 nhân,304.1 x 212.4 x 15.6 mm,Ventura,2022,fptshop,MacBook Pro 13 inch M2 2022 8CPU 10GPU 8GB
MACBOOK,MacBook Pro 13 inch M1 2020 8CPU 8GPU 8GB,"Apple, M1",304.1 x 212.4 x 15.6 mm,29.699.000₫,37.999.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-13-2020-touch-bar-m1-512gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637408000895334462_mbp-2020-m1-gray-1.png,"13.3 inch, 2560 x 1600 Pixels, IPS, IPS LCD LED Backlit, True Tone","8 GB, LPDDR4",SSD 512 GB,Apple M1 GPU 8 nhân,Trung Quốc,1.4 kg,,fptshop,MacBook Pro 13 inch M1 2020 8CPU 8GPU 8GB
MSI,MSI Gaming Cyborg 15 A12VF-267VN," i7, 12650H",1.98 kg,29.490.000₫,30.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-a12vf-267vn-i7-12650h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/26/638233974320743545_msi-gaming-cyborg-15-a12-den-1-icon.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 4060 8GB, Intel HD Graphics",359.36*250.34*21.95 mm,Windows 11 Home,2023,fptshop,MSI Gaming Cyborg 15 A12VF-267VN
DELL,Dell Inspiron 16 N5620," i7, 1255U",1.87 kg,28.990.000₫,31.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i7-1255u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg,"16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 300 nits, Anti-Glare LED Backlit","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,"356,7 x 251,9 x 17.95 mm",Windows 11 Home Single Language,2022,fptshop,Dell Inspiron 16 N5620
MSI,MSI Summit E14 Flip Evo A12MT-210VN," i7, 1280P",1.6 kg,28.990.000₫,30.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-summit-e14-flip-evo-a12mt-210vn-i7-1280p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/8/638218481212763085_msi-summit-e14-flip-evo-a12-den-1.jpg,"14.0 inch, 2880 x 1800 Pixels, IPS, 60 Hz, IPS","16 GB, LPDDR5, 4800 MHz",SSD 512 GB,Intel Iris Xe Graphics,314 * 227.5 * 17.9 mm,Windows 11 Home,2022,fptshop,MSI Summit E14 Flip Evo A12MT-210VN
ASUS,Asus Zenbook Flip UP3404VA-KN038W," i5, 1340P",1.50 kg,27.990.000₫,29.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-flip-up3404va-kn038w-i5-1340p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/20/638149050244678186_asus-zenbook-flip-up3404-xanh-1.jpg,"14.0 inch Chính:, 2880 x 1800 Pixels, IPS, 90 Hz, 550 nits, OLED Chính:","16 GB, LPDDR5, 5500 MHz",SSD 512 GB,Intel Iris Xe Graphics,31.15 x 22.34 x 1.59 ~ 1.59 cm,Windows 11 Home,2023,fptshop,Asus Zenbook Flip UP3404VA-KN038W
MACBOOK,MacBook Air 13 inch M2 2022 8CPU 8GPU 8GB,"Apple, M2, 8 - Core",1.24,27.590.000₫,32.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902004646934076_macbook-air-m2-2022-xam-1.jpg,"13.6 inch, 2560 x 1644 Pixels, IPS, 60 Hz, 500 nits, Liquid Retina","8 GB, LPDDR4, 3200 MHz",SSD 256 GB,Apple M2 GPU 8 nhân,30.41 x 21.5 x 1.13 cm,Ventura,2022,fptshop,MacBook Air 13 inch M2 2022 8CPU 8GPU 8GB
MSI,MSI Gaming Cyborg 15 A12VE-240VN," i7, 12650H",1.98 kg,26.990.000₫,27.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-a12ve-240vn-i7-12650h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/26/638233974320743545_msi-gaming-cyborg-15-a12-den-1-icon.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 4050 6GB GDDR6, Intel UHD Graphics",359.36 x 250.34 x 21.95 mm,Windows 11 Home,2023,fptshop,MSI Gaming Cyborg 15 A12VE-240VN
LENOVO,Lenovo Gaming Legion 5 15ARH7H," Ryzen 5, 6600H",2.4 kg,26.990.000₫,40.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7h-r5-6600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 2560 x 1440 Pixels, IPS, 165 Hz, 300 nits, Anti-glare WLED-backlit","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,NVIDIA GeForce RTX 3060 6GB,358.8 x 262.35 x 19.99 mm,Windows 11 Home Single Language,2022,fptshop,Lenovo Gaming Legion 5 15ARH7H
MACBOOK,MacBook Air 13 inch M1 2020 8CPU 7GPU 16GB,"Apple, M1",304.1 x 212.4 x 4.1 ~ 16.1 mm,26.499.000₫,33.999.000₫,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-2020-m1-ram-16gb?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967465471535_mba-2020-gold-1.png,"13.3 inch, 2560 x 1600 Pixels, IPS, IPS LCD LED Backlit, True Tone","16 GB, LPDDR4",SSD 256 GB,Apple M1 GPU 7 nhân,Trung Quốc,1.29 kg,,fptshop,MacBook Air 13 inch M1 2020 8CPU 7GPU 16GB
LENOVO,Lenovo ThinkPad T14s Gen 2," i7, 1165G7",1.36 kg,25.990.000₫,26.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-t14s-gen-2-i7-1165g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835989637572_lenovo-thinkpad-t14s-gen-2-den-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, Anti-Glare LED-Backlit Display","16 MB (1 thanh 16 GB), LPDDR4, 4266 MHz",SSD 512 GB,Intel Iris Xe Graphics,327.5 x 224.4 x 16.81 mm,Windows 10 Pro,2022,fptshop,Lenovo ThinkPad T14s Gen 2
ASUS,Asus Zenbook UX3402VA-KM203W," i5, 1340P",1.39 kg,25.990.000₫,27.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-ux3402va-km203w-i5-1340p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152793094933200_asus-zenbook-ux3402-bac-1.jpg,"14.0 inch, 2880 x 1800 Pixels, OLED, 90 Hz, 400 nits, OLED","16 GB, DDR5, 4800 MHz",SSD 512 GB,Intel Iris Xe Graphics,313.6 x 219.8 x 16.9 mm,Windows 11 Home,3/2023,fptshop,Asus Zenbook UX3402VA-KM203W
ACER,Acer Swift X SFX16-51G-516Q," i5, 11320H",1.9 kg,25.990.000₫,26.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-x-sfx16-51g-516q-i5-11320h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/22/637784613352577988_acer-swift-x-sfx16-51g-xam-1.jpg,"16.1 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView LED-backlit","16 GB, LPDDR4X, 4266 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel Iris Xe Graphics",18.9 x 368 x 235 mm,Windows 11 Home,2021,fptshop,Acer Swift X SFX16-51G-516Q
LENOVO,Lenovo ThinkPad T14s Gen 2," i5, 1135G7",1.36 kg,25.490.000₫,32.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-t14s-gen-2-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/665x374/filters:quality(100):fill(white)/fptshop.com.vn/Uploads/Originals/2023/5/29/638209739919275670_lenovo-thinkpad-t14s-gen-2-i5-1135g7-thiet-ke.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, Anti-Glare LED-Backlit Display","16 GB (2 thanh 8 GB), LPDDR4, 4266 MHz",SSD 512 GB,Intel Iris Xe Graphics,327.5 x 224.4 x 16.81 mm,Windows 10 Pro,2022,fptshop,Lenovo ThinkPad T14s Gen 2
ASUS,Asus Vivobook M3500QC-L1516W," Ryzen 9, 5900HX",1.65 kg,24.990.000₫,29.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m3500qc-l1516w-r9-5900hx,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/2/24/637812970373765290_asus-vivobook-pro-m3500qc-bac-1.jpg,"15.6 inch Chính:, 1920 x 1080 Pixels, OLED, 60 Hz, 600 nits, OLED Chính:","16 GB (1 thanh 16 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",35.98 x 23.53 x 1.89 ~ 1.99 cm,Windows 11 Home,2022,fptshop,Asus Vivobook M3500QC-L1516W
LENOVO,Lenovo Gaming Legion 5 15ARH7," Ryzen 5, 6600H",2.4 kg,24.490.000₫,26.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-legion-5-15arh7-r5-6600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, Anti-glare WLED-backlit","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,None,358.8 x 262.35 x 19.99 mm,Windows 11 Home Single Language,,fptshop,Lenovo Gaming Legion 5 15ARH7
ASUS,Asus Vivobook S3504VA-L1227WS," i7, 1360P",1.7 kg,23.990.000₫,25.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s3504va-l1227ws-i7-1360p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/6/5/638215736568358284_asus-vivobook-s3504va-l1227ws-i7-1360p-vantay-bac-4.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 550 nits, OLED","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,35.97 x 23.25 x 1.79,Windows 11 Home,,fptshop,Asus Vivobook S3504VA-L1227WS
GIGABYTE,Gigabyte Gaming G5 MF-F2VN313SH," i5, 12450H",1.9 kg,23.290.000₫,24.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-g5-mf-f2vn313sh-i5-12450h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/5/5/638188828261835779_gigabyte-gaming-g5-kf-e3vn313sh-i5-12500h-den-3.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-Glare","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 4050 6GB GDDR6, Intel Iris Xe Graphics",360(W) x 238(D) x 227(H) mm,Windows 11 Home,2023,fptshop,Gigabyte Gaming G5 MF-F2VN313SH
DELL,Dell Vostro V5620," i5, 1240P",1.845 kg,23.290.000₫,24.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-vostro-v5620-i5-1240p-mx570,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931477694202849_dell-vostro-v5620-xam-1.jpg,"16.0 inch, 1200 x 1920 Pixels, TFT, 60 Hz, Anti -glare LED-Backlit Display","16 GB, DDR4, 3200 MHz",SSD 512 GB,None,35.678 x 25.190 x 1.795 cm,Windows 11 Home Single Language,,fptshop,Dell Vostro V5620
